disease,description,precautions
chronic cholestasis,"chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy"
drug reaction,an adverse drug reaction (adr) is an injury caused by taking medication. adrs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up"
peptic ulcer diseae,"peptic ulcer disease (pud) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. an ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol"
aids,"acquired immunodeficiency syndrome (aids) is a chronic, potentially life-threatening condition caused by the human immunodeficiency virus (hiv). by damaging your immune system, hiv interferes with your body's ability to fight infection and disease.","avoid open cuts, wear ppe if possible, consult doctor, follow up"
diabetes,"diabetes is a disease that occurs when your blood glucose, also called blood sugar, is too high. blood glucose is your main source of energy and comes from the food you eat. insulin, a hormone made by the pancreas, helps glucose from food get into your cells to be used for energy.","have balanced diet, exercise, consult doctor, follow up"
gastroenteritis,"gastroenteritis is an inflammation of the digestive tract, particularly the stomach, and large and small intestines. viral and bacterial gastroenteritis are intestinal infections associated with symptoms of diarrhea , abdominal cramps, nausea , and vomiting .","stop eating solid food for while, try taking small sips of water, rest, ease back into eating"
bronchial asthma,"bronchial asthma is a medical condition which causes the airway path of the lungs to swell and narrow. due to this swelling, the air path produces excess mucus making it hard to breathe, which results in coughing, short breath, and wheezing. the disease is chronic and interferes with daily working.","switch to loose cloothing, take deep breaths, get away from trigger, seek help"
hypertension,"hypertension (htn or ht), also known as high blood pressure (hbp), is a long-term medical condition in which the blood pressure in the arteries is persistently elevated. high blood pressure typically does not cause symptoms.","meditation, salt baths, reduce stress, get proper sleep"
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
paralysis (brain hemorrhage),"intracerebral hemorrhage (ich) is when blood suddenly bursts into brain tissue, causing damage to your brain. symptoms usually appear suddenly during ich. they include headache, weakness, confusion, and paralysis, particularly on one side of your body.","massage, eat healthy, exercise, consult doctor"
jaundice,"yellow staining of the skin and sclerae (the whites of the eyes) by abnormally high blood levels of the bile pigment bilirubin. the yellowing extends to other tissues and body fluids. jaundice was once called the ""morbus regius"" (the regal disease) in the belief that only the touch of a king could cure it","drink plenty of water, consume milk thistle, eat fruits and high fiberous food, medication"
malaria,an infectious disease caused by protozoan parasites from the plasmodium family that can be transmitted by the bite of the anopheles mosquito or by a contaminated needle or transfusion. falciparum malaria is the most deadly type.,"Consult nearest hospital, avoid oily food, avoid non veg food, keep mosquitos out"
chicken pox,"chickenpox is a highly contagious disease caused by the varicella-zoster virus (vzv). it can cause an itchy, blister-like rash. the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.","use neem in bathing , consume neem leaves, take vaccine, avoid public places"
dengue,"an acute infectious disease caused by a flavivirus (species dengue virus of the genus flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.","drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated"
typhoid,"an acute illness characterized by fever caused by infection with the bacterium salmonella typhi. typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. diarrhea is uncommon, and vomiting is not usually severe.","eat high calorie vegitables, antiboitic therapy, consult doctor, medication"
hepatitis a,hepatitis a is a highly contagious liver infection caused by the hepatitis a virus. the virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication"
